EventID,Timestamp,Source IP,Destination IP,Protocol,Action,Bytes Sent,Risk Score
N00863,2025-03-31 09:07:20,6.155.15.15,170.210.26.89,HTTPS,Allow,26429,0.8
N00864,2025-03-27 13:10:34,109.193.248.9,212.138.213.39,HTTPS,Block,41905,0.69
N00865,2025-03-24 14:29:04,159.248.200.12,151.54.38.12,ICMP,Allow,29374,0.78
N00866,2025-04-10 02:18:36,165.223.63.244,198.215.49.89,ICMP,Reset,29283,0.06
N00867,2025-03-23 02:35:40,137.151.144.152,60.96.79.109,ICMP,Reset,26917,0.67
N00868,2025-04-03 04:33:48,172.253.162.27,115.12.134.72,ICMP,Reset,24347,0.54
N00869,2025-03-23 05:45:14,113.62.113.141,159.184.76.168,UDP,Block,18992,0.34
N00870,2025-03-23 13:00:17,148.59.56.251,65.102.76.208,ICMP,Allow,27392,0.85
N00871,2025-03-25 18:16:10,7.13.251.187,140.6.159.49,ICMP,Reset,20594,0.04
N00872,2025-03-22 13:56:28,174.35.138.88,208.246.1.31,HTTPS,Reset,29949,0.02
N00873,2025-03-17 02:10:56,81.85.128.117,211.60.4.25,TCP,Allow,44170,0.78
N00874,2025-03-30 20:39:03,45.87.219.255,213.104.58.35,HTTP,Block,2840,0.83
N00875,2025-04-08 23:29:21,202.135.18.56,212.60.125.202,ICMP,Block,5722,0.72
N00876,2025-03-29 08:48:55,185.88.191.208,149.130.91.149,ICMP,Reset,571,0.98
N00877,2025-04-08 09:17:11,90.251.213.27,177.12.185.158,TCP,Block,19945,0.26
N00878,2025-04-06 19:37:50,37.65.118.64,115.222.148.239,HTTPS,Reset,43105,0.44
N00879,2025-04-02 11:40:25,158.239.36.45,147.88.137.228,HTTP,Block,45251,0.92
N00880,2025-03-29 06:51:22,220.253.49.210,106.34.221.159,HTTPS,Allow,22489,0.1
N00881,2025-04-03 12:30:18,157.170.216.131,212.184.229.237,ICMP,Allow,22579,0.82
N00882,2025-04-13 15:20:22,86.239.110.33,64.23.172.87,TCP,Block,40541,0.76
N00883,2025-03-17 16:32:38,194.73.47.241,187.39.194.198,UDP,Allow,15476,0.4
N00884,2025-03-27 21:44:33,23.212.171.52,182.195.221.141,TCP,Allow,41755,0.25
N00885,2025-03-28 07:35:17,96.252.93.233,128.158.86.10,ICMP,Reset,25500,0.14
N00886,2025-03-25 21:22:02,74.199.108.65,13.168.202.27,ICMP,Block,46814,0.47
N00887,2025-03-19 22:09:57,221.43.133.216,148.107.114.38,TCP,Allow,47577,0.42
N00888,2025-03-24 04:47:44,57.219.74.117,104.168.41.22,UDP,Block,4749,0.48
N00889,2025-03-25 18:57:06,199.121.65.142,221.212.12.57,TCP,Block,5591,0.69
N00890,2025-03-14 18:51:36,57.93.183.1,130.207.54.226,TCP,Reset,4837,0.73
N00891,2025-03-17 16:22:19,169.216.211.194,205.95.49.21,HTTPS,Allow,9781,0.84
N00892,2025-04-12 17:21:13,200.221.106.47,221.249.134.117,ICMP,Reset,37819,0.35
N00893,2025-03-31 10:17:08,201.51.124.114,201.73.172.205,HTTP,Block,17903,0.97
N00894,2025-04-10 06:10:23,134.166.241.60,33.140.191.147,ICMP,Reset,27202,0.88
N00895,2025-04-13 10:39:32,150.186.46.0,147.37.21.112,HTTP,Reset,36954,0.95
N00896,2025-04-05 06:27:45,165.85.189.0,209.228.9.136,TCP,Block,33998,0.12
N00897,2025-03-27 01:08:12,38.248.102.120,48.201.170.198,UDP,Reset,46872,0.87
N00898,2025-04-11 03:06:52,175.128.118.241,185.171.84.156,ICMP,Block,42644,0.43
N00899,2025-04-04 06:03:31,211.148.136.200,88.239.194.230,ICMP,Block,16906,0.49
N00900,2025-03-23 08:14:52,194.17.126.54,223.1.98.20,UDP,Allow,44697,0.07
N00901,2025-03-25 19:46:13,152.122.231.23,210.162.102.63,HTTPS,Reset,5373,0.88
N00902,2025-03-17 13:02:46,163.168.127.2,193.88.111.160,ICMP,Allow,49455,0.18
N00903,2025-03-27 23:09:43,19.177.251.73,136.78.154.146,TCP,Block,26112,0.79
N00904,2025-04-03 21:06:39,129.61.165.121,47.25.245.67,ICMP,Block,31593,0.57
N00905,2025-03-22 18:13:11,169.188.175.184,202.128.34.148,ICMP,Reset,33315,0.6
N00906,2025-03-28 16:04:08,132.237.216.202,160.78.118.118,TCP,Block,12213,0.84
N00907,2025-04-07 23:27:15,4.48.208.136,212.222.235.153,TCP,Reset,1698,0.33
N00908,2025-04-03 12:52:28,214.111.107.103,199.225.76.106,ICMP,Block,28484,0.38
N00909,2025-03-14 19:54:20,183.90.203.177,199.131.241.105,HTTP,Block,20868,0.36
N00910,2025-04-06 22:47:35,200.114.219.182,196.93.186.151,HTTP,Allow,24999,0.24
N00911,2025-04-05 02:50:41,29.230.200.147,145.83.97.179,HTTPS,Block,44420,0.9
N00912,2025-04-07 03:46:02,184.27.149.192,219.79.118.6,ICMP,Reset,13440,0.57
N00913,2025-04-06 00:05:51,71.10.59.236,204.175.55.144,UDP,Allow,1713,0.65
N00914,2025-04-04 22:37:44,81.249.43.79,66.20.202.221,ICMP,Block,2848,0.46
N00915,2025-03-26 13:25:17,209.65.35.137,131.167.237.204,ICMP,Reset,10337,0.02
N00916,2025-03-17 21:38:27,190.245.123.122,69.6.179.84,TCP,Allow,37552,0.94
N00917,2025-03-23 06:34:00,158.108.168.153,147.79.216.12,HTTP,Block,34728,0.21
N00918,2025-04-03 06:16:11,31.212.84.235,68.216.97.81,HTTP,Allow,24868,0.31
N00919,2025-03-18 11:12:52,197.107.140.186,133.81.175.57,HTTPS,Allow,33930,0.47
N00920,2025-03-26 09:09:12,2.77.114.70,25.51.174.54,UDP,Allow,26853,0.7
N00921,2025-04-06 04:45:17,146.90.163.168,164.253.22.145,UDP,Block,41775,0.84
N00922,2025-03-19 00:57:46,61.141.82.65,62.37.111.147,HTTPS,Block,6837,0.16
N00923,2025-04-03 22:06:06,201.197.42.131,166.187.133.233,HTTPS,Reset,30675,0.6
N00924,2025-03-21 05:23:50,223.45.101.211,178.244.190.11,UDP,Allow,41572,0.59
N00925,2025-03-20 21:30:45,29.158.0.229,189.90.246.149,ICMP,Allow,33498,0.34
N00926,2025-03-24 20:01:51,46.138.210.250,144.115.232.104,TCP,Block,26650,0.23
N00927,2025-03-14 20:02:34,70.131.53.252,180.95.120.255,UDP,Allow,46875,0.56
N00928,2025-03-27 18:04:38,213.182.230.238,218.136.160.59,ICMP,Reset,41092,0.54
N00929,2025-03-22 19:23:31,145.224.95.49,206.77.221.121,TCP,Allow,49168,0.02
N00930,2025-03-28 21:02:56,202.63.168.110,181.71.238.36,UDP,Block,16993,0.39
N00931,2025-03-28 05:26:38,206.56.226.38,137.87.229.247,HTTPS,Block,405,0.63
N00932,2025-03-16 22:28:44,25.193.214.144,215.202.47.249,TCP,Allow,33224,0.0
N00933,2025-03-24 01:40:25,1.203.213.71,207.57.119.54,UDP,Block,45293,0.06
N00934,2025-03-23 04:21:39,137.37.177.8,135.174.5.11,HTTP,Reset,33473,0.39
N00935,2025-04-13 15:14:56,75.20.79.212,23.152.30.88,TCP,Block,13157,0.23
N00936,2025-04-06 09:59:55,205.255.8.162,197.3.64.126,HTTPS,Allow,28671,0.14
N00937,2025-04-09 22:54:32,199.172.10.242,218.148.181.231,HTTP,Block,15607,0.92
N00938,2025-04-06 10:54:54,221.47.194.97,220.167.204.195,HTTP,Block,36487,0.88
N00939,2025-03-16 22:03:20,213.157.229.115,159.202.194.206,UDP,Reset,14610,0.4
N00940,2025-03-22 10:12:26,184.134.185.173,137.192.59.191,TCP,Reset,28180,0.23
N00941,2025-03-31 00:34:02,214.70.43.32,166.136.168.108,TCP,Block,38187,0.09
N00942,2025-04-09 02:32:49,182.121.21.71,185.216.81.197,HTTPS,Block,33104,0.26
N00943,2025-04-08 06:50:18,32.155.157.82,164.234.111.116,HTTPS,Block,31287,0.94
N00944,2025-04-01 16:49:10,46.185.167.29,134.1.244.226,HTTPS,Allow,2656,0.55
N00945,2025-03-25 21:38:02,161.184.57.27,213.109.199.207,UDP,Allow,18156,0.6
N00946,2025-04-07 21:39:11,168.38.157.129,5.246.82.74,HTTPS,Block,48765,0.14
N00947,2025-03-19 06:06:29,50.95.209.196,38.205.180.241,TCP,Block,14906,0.12
N00948,2025-03-19 03:55:06,181.92.120.133,137.40.43.232,UDP,Allow,5300,0.69
N00949,2025-03-20 20:16:06,135.225.193.17,82.122.28.177,HTTPS,Allow,26588,0.27
N00950,2025-04-10 13:39:37,213.224.53.58,71.1.97.142,TCP,Reset,6872,0.5
N00951,2025-03-26 03:18:43,51.8.215.190,198.49.92.207,HTTPS,Allow,16122,0.61
N00952,2025-04-09 21:43:33,178.31.151.89,87.151.63.152,HTTP,Block,34552,0.57
N00953,2025-03-21 02:50:38,221.192.54.15,139.243.248.163,HTTP,Allow,21084,0.2
N00954,2025-03-16 23:21:20,210.44.75.153,199.109.106.87,UDP,Allow,17838,0.83
N00955,2025-03-30 08:20:44,163.91.158.177,63.14.17.252,HTTP,Reset,12803,0.2
N00956,2025-03-25 14:31:38,135.7.57.126,207.37.236.94,TCP,Allow,25900,0.3
N00957,2025-04-01 19:41:04,74.255.169.53,200.202.98.103,UDP,Block,29823,0.5
N00958,2025-03-21 13:33:15,218.43.40.182,50.32.80.47,HTTPS,Allow,2266,0.1
N00959,2025-03-17 10:32:54,98.157.76.139,145.115.251.39,HTTP,Reset,33602,0.97
N00960,2025-04-02 14:47:36,155.105.173.148,201.57.6.61,UDP,Allow,25670,0.29
N00961,2025-04-03 19:58:22,196.207.64.246,215.90.190.66,ICMP,Block,29316,0.93
N00962,2025-03-17 19:53:20,204.172.136.15,220.29.13.123,UDP,Reset,22407,0.23
N00963,2025-03-26 04:49:23,102.245.170.119,155.211.23.181,ICMP,Allow,17661,0.93
N00964,2025-04-02 11:08:11,221.23.105.175,190.164.3.175,HTTPS,Block,20746,0.43
N00965,2025-04-02 00:19:42,222.25.168.83,214.20.145.124,TCP,Allow,10800,0.6
N00966,2025-04-06 16:08:47,194.122.129.165,135.161.176.246,ICMP,Reset,29951,0.77
N00967,2025-04-07 23:00:50,222.125.218.79,185.145.11.102,HTTPS,Block,9672,0.07
N00968,2025-04-09 08:58:09,158.89.206.186,115.110.244.11,UDP,Block,26924,0.27
N00969,2025-03-15 18:53:10,159.101.152.47,187.245.87.83,ICMP,Reset,43441,0.53
N00970,2025-04-12 08:20:10,124.103.102.19,197.113.38.45,HTTP,Reset,36971,0.92
N00971,2025-04-10 02:56:06,193.62.214.246,210.122.76.31,TCP,Allow,28256,0.62
N00972,2025-04-01 07:05:11,221.251.56.175,144.27.99.89,HTTP,Reset,33666,1.0
N00973,2025-03-15 10:46:28,11.216.129.211,204.204.177.127,HTTP,Allow,5250,0.71
N00974,2025-03-14 16:14:53,184.129.199.56,26.159.95.206,ICMP,Reset,49732,0.49
N00975,2025-03-20 06:49:40,122.87.222.204,140.224.26.87,UDP,Allow,7878,0.99
N00976,2025-03-23 08:13:44,159.97.163.254,63.221.218.97,HTTPS,Reset,40912,0.69
N00977,2025-04-01 10:52:42,192.17.170.160,181.188.253.2,TCP,Allow,6639,0.42
N00978,2025-03-14 20:22:10,159.144.166.67,209.103.71.194,HTTP,Block,9876,0.16
N00979,2025-03-28 01:28:49,112.29.46.43,148.213.140.78,UDP,Block,24268,0.02
N00980,2025-03-17 13:58:44,198.173.55.238,209.112.194.64,TCP,Reset,40497,0.43
N00981,2025-03-25 00:54:16,197.104.80.66,156.180.90.188,UDP,Reset,15376,0.14
N00982,2025-03-28 15:17:54,109.150.99.35,219.206.194.7,TCP,Block,21503,0.39
N00983,2025-03-23 18:53:33,166.221.171.201,101.60.216.230,HTTP,Reset,16578,0.65
N00984,2025-04-10 08:54:31,41.107.61.140,219.233.207.18,TCP,Allow,17057,0.27
N00985,2025-04-04 13:10:20,214.172.135.134,128.233.217.133,HTTP,Block,20138,0.39
N00986,2025-03-23 00:03:32,180.92.127.52,98.235.174.246,ICMP,Block,18939,0.59
N00987,2025-04-09 22:53:02,217.108.9.121,68.91.46.103,HTTPS,Reset,36813,0.48
N00988,2025-03-25 06:44:05,203.158.132.64,81.108.46.23,ICMP,Reset,39269,0.74
N00989,2025-03-27 13:36:12,122.52.116.209,215.63.135.183,ICMP,Block,28478,0.49
N00990,2025-04-03 21:59:42,199.32.141.206,213.33.186.37,HTTP,Reset,43844,0.45
N00991,2025-04-11 10:06:04,173.22.51.235,187.115.71.119,UDP,Block,16714,0.72
N00992,2025-03-20 20:12:01,178.52.156.21,191.124.34.250,UDP,Allow,24082,0.05
N00993,2025-04-02 19:02:16,24.162.204.20,203.183.113.96,UDP,Block,9350,0.17
N00994,2025-03-24 13:53:26,207.68.113.210,4.37.181.197,ICMP,Reset,48472,0.58
N00995,2025-04-10 04:59:19,39.113.122.38,32.204.192.48,HTTPS,Allow,42379,0.91
N00996,2025-03-23 19:36:41,84.43.24.45,27.189.84.25,ICMP,Reset,24629,0.44
N00997,2025-03-23 23:55:49,222.49.185.182,130.148.111.233,UDP,Allow,23006,0.65
N00998,2025-04-05 21:37:20,167.207.150.43,114.22.215.11,ICMP,Allow,30600,0.88
N00999,2025-03-23 12:01:06,192.212.222.200,167.241.90.12,HTTP,Allow,47773,0.24
N01000,2025-04-04 18:50:04,222.26.68.132,147.163.2.250,HTTPS,Reset,21389,0.96
N01001,2025-03-19 17:25:28,162.81.238.45,174.70.105.192,HTTPS,Block,39210,0.31
N01002,2025-03-19 03:30:46,187.82.215.58,208.28.79.72,HTTPS,Allow,31994,0.1
N01003,2025-03-23 10:53:58,192.132.83.74,170.133.49.139,UDP,Block,4941,0.81
N01004,2025-04-03 21:40:15,147.238.179.196,122.103.189.250,ICMP,Allow,26007,0.34
N01005,2025-03-22 00:29:50,95.135.227.87,72.225.243.69,ICMP,Block,13253,0.57
N01006,2025-03-28 06:49:47,203.171.153.196,153.44.198.70,HTTPS,Reset,1533,0.29
N01007,2025-03-15 04:18:19,56.132.85.48,186.184.50.151,ICMP,Block,30058,0.22
N01008,2025-04-11 09:31:58,171.104.112.147,200.158.191.49,ICMP,Reset,22688,0.95
N01009,2025-03-19 19:13:31,202.232.199.111,161.250.10.177,TCP,Allow,15128,0.42
N01010,2025-03-28 07:40:47,150.145.173.150,221.209.162.52,TCP,Block,11437,0.21
N01011,2025-04-06 17:47:31,37.255.143.105,219.180.207.74,ICMP,Reset,28637,0.64
N01012,2025-03-29 05:18:21,173.184.107.139,43.48.51.165,UDP,Block,43744,0.88
N01013,2025-04-13 10:36:27,31.164.223.213,93.100.229.10,HTTPS,Block,5144,0.98
N01014,2025-03-29 13:47:14,205.138.251.10,48.90.37.128,UDP,Reset,11260,0.11
N01015,2025-03-21 05:41:40,173.233.81.40,149.221.164.147,UDP,Allow,8527,0.54
N01016,2025-03-31 18:15:24,114.148.212.178,205.3.203.61,UDP,Reset,13270,0.5
N01017,2025-03-26 14:06:24,144.100.208.144,78.242.4.90,UDP,Allow,36488,0.01
N01018,2025-03-16 07:25:58,192.120.89.224,175.24.181.148,TCP,Allow,29587,0.98
N01019,2025-03-30 04:25:14,37.182.105.95,130.126.85.62,TCP,Block,11043,0.08
N01020,2025-04-02 09:15:47,141.120.120.248,129.246.135.219,TCP,Reset,37011,0.21
N01021,2025-03-15 16:28:10,37.241.55.167,170.149.75.63,ICMP,Allow,16357,0.91
N01022,2025-04-09 15:01:44,161.129.40.253,204.104.224.165,TCP,Allow,20678,1.0
N01023,2025-04-11 15:20:32,52.104.36.199,201.131.159.118,ICMP,Allow,21419,0.39
N01024,2025-04-03 00:42:31,14.104.173.244,114.3.39.254,TCP,Allow,11453,0.18
N01025,2025-04-02 07:50:02,216.170.108.82,31.61.119.252,UDP,Allow,15110,0.16
N01026,2025-04-06 22:43:06,5.200.51.126,206.4.140.220,ICMP,Reset,34482,0.03
N01027,2025-04-12 14:11:51,215.94.20.100,221.150.3.126,UDP,Block,25046,0.22
N01028,2025-03-22 23:53:21,171.228.255.81,38.163.239.246,HTTP,Reset,6061,0.71
N01029,2025-03-21 18:29:20,166.204.57.96,30.0.42.153,HTTP,Allow,25134,0.13
N01030,2025-04-13 10:13:04,211.85.42.141,219.243.171.131,TCP,Reset,13570,0.33
N01031,2025-03-21 00:33:14,166.59.97.155,209.94.237.180,TCP,Block,22572,0.92
N01032,2025-03-19 04:39:37,63.110.55.3,41.22.18.206,HTTPS,Allow,41178,0.12
N01033,2025-04-06 17:47:56,94.145.17.234,110.64.182.184,HTTP,Block,19205,0.34
N01034,2025-04-05 21:53:26,141.202.7.185,33.193.237.188,ICMP,Block,43848,0.68
N01035,2025-03-29 16:23:23,146.242.163.158,143.254.176.54,HTTP,Block,27275,0.52
N01036,2025-04-02 07:59:51,201.241.115.204,160.39.91.143,HTTPS,Reset,1564,0.86
N01037,2025-03-29 08:22:26,197.30.22.253,213.1.79.148,ICMP,Allow,18518,0.57
N01038,2025-04-13 12:19:13,175.239.71.28,174.88.106.181,TCP,Allow,37217,0.42
N01039,2025-04-04 11:32:00,155.46.142.249,145.120.59.50,ICMP,Reset,48768,0.29
N01040,2025-04-09 07:12:06,80.38.202.10,43.155.253.73,ICMP,Allow,44281,0.29
N01041,2025-03-23 16:23:30,154.74.233.158,185.192.99.40,ICMP,Reset,43586,0.13
N01042,2025-03-20 01:42:17,215.109.49.210,110.180.223.152,HTTPS,Block,38567,0.04
N01043,2025-04-01 02:03:02,57.11.186.230,49.84.229.189,ICMP,Reset,49130,0.49
N01044,2025-03-17 09:12:43,57.161.226.79,148.130.107.251,TCP,Allow,4593,0.2
N01045,2025-03-17 22:16:20,198.91.158.247,70.114.57.169,UDP,Reset,47933,0.93
N01046,2025-04-02 18:07:43,191.224.53.70,156.228.118.134,HTTPS,Allow,32033,0.13
N01047,2025-04-06 08:37:37,188.115.52.58,220.39.227.205,UDP,Allow,5922,0.41
N01048,2025-03-28 03:11:36,69.246.114.146,184.170.66.251,TCP,Reset,20252,0.25
N01049,2025-04-04 13:48:09,81.43.135.69,154.194.48.28,TCP,Reset,31891,0.52
N01050,2025-03-28 22:54:02,206.235.10.94,205.187.32.61,UDP,Reset,44537,0.51
N01051,2025-03-31 03:49:14,95.46.216.97,95.95.54.142,TCP,Block,3776,0.22
N01052,2025-03-29 02:30:15,147.161.90.225,52.173.252.7,UDP,Allow,32102,0.63
N01053,2025-04-01 23:53:42,181.64.235.236,202.93.41.109,ICMP,Allow,11931,0.14
N01054,2025-03-18 11:54:44,206.155.53.96,191.64.245.4,HTTP,Allow,11130,0.75
N01055,2025-03-26 00:00:05,203.25.39.228,86.126.104.173,HTTP,Allow,25873,0.45
N01056,2025-03-20 02:12:51,194.238.124.252,59.36.28.236,UDP,Reset,3274,0.76
N01057,2025-04-02 14:20:41,129.68.6.51,181.115.240.183,HTTPS,Block,47002,0.6
N01058,2025-03-24 15:54:28,152.137.178.151,45.5.91.54,ICMP,Reset,38556,0.69
N01059,2025-04-06 05:41:07,211.164.229.177,206.187.106.90,UDP,Reset,13134,0.01
N01060,2025-03-19 11:25:25,129.99.43.21,215.32.116.197,ICMP,Reset,45394,0.85
N01061,2025-04-02 12:28:32,15.23.235.192,163.91.186.111,UDP,Reset,47100,0.04
N01062,2025-04-03 05:15:27,164.71.177.249,193.111.73.44,ICMP,Reset,49871,0.52
N01063,2025-03-25 02:03:16,189.120.18.245,71.106.50.68,HTTP,Reset,44914,0.58
N01064,2025-03-19 20:27:25,126.184.39.34,59.213.234.148,TCP,Allow,39808,0.7
N01065,2025-03-24 11:27:03,199.200.47.50,15.6.26.63,TCP,Block,8135,0.25
N01066,2025-04-06 14:13:12,216.112.185.39,37.72.182.11,ICMP,Block,44532,0.15
N01067,2025-03-22 11:27:42,200.66.77.108,93.182.103.46,UDP,Allow,1483,0.04
N01068,2025-04-09 21:13:49,189.112.249.17,177.43.9.163,ICMP,Allow,4467,0.7
N01069,2025-03-20 13:35:34,148.0.26.213,151.177.183.18,TCP,Reset,40665,0.69
N01070,2025-04-11 17:59:03,198.205.144.243,109.7.222.156,HTTPS,Allow,29924,0.28
N01071,2025-04-07 14:43:05,223.0.231.121,220.121.129.152,ICMP,Block,33875,0.93
N01072,2025-03-17 11:00:00,142.102.20.168,92.216.59.156,TCP,Reset,1788,0.7
N01073,2025-03-21 18:00:43,201.3.60.119,151.44.255.131,HTTP,Allow,7769,0.46
N01074,2025-03-27 14:19:33,178.177.32.135,200.63.171.75,ICMP,Allow,47199,0.84
N01075,2025-03-15 22:59:10,179.30.129.183,187.13.31.67,HTTPS,Block,20454,0.31
N01076,2025-03-22 18:07:14,68.91.0.58,212.146.142.192,TCP,Block,10491,0.59
N01077,2025-03-26 17:23:24,167.177.8.213,58.127.247.171,HTTPS,Reset,19113,0.48
N01078,2025-04-01 07:58:04,202.58.82.140,218.197.125.172,HTTP,Allow,24056,0.31
N01079,2025-03-22 12:54:58,106.137.220.165,223.197.92.210,TCP,Allow,6390,0.66
N01080,2025-04-08 07:58:14,157.62.184.223,123.183.252.236,HTTPS,Block,9991,0.69
N01081,2025-03-18 15:06:23,203.84.36.16,41.96.94.150,TCP,Reset,24499,0.18
N01082,2025-03-19 19:44:40,175.84.23.48,200.119.177.141,HTTP,Allow,12342,0.19
N01083,2025-04-01 17:03:54,189.56.16.82,182.84.111.162,HTTP,Reset,42199,0.03
N01084,2025-03-31 08:44:35,158.6.34.218,198.239.64.188,UDP,Block,39301,0.58
N01085,2025-04-10 09:06:00,89.158.81.190,155.177.26.141,HTTP,Allow,42154,0.27
N01086,2025-03-28 00:25:31,213.223.221.39,53.58.2.19,UDP,Allow,40320,0.85
N01087,2025-03-31 22:47:16,165.251.99.81,131.119.227.158,TCP,Reset,47679,0.54
N01088,2025-04-05 17:44:36,34.113.158.5,59.30.244.255,HTTP,Reset,9669,0.61
N01089,2025-03-20 12:25:20,148.70.111.54,219.195.129.223,HTTP,Block,12371,0.92
N01090,2025-04-12 06:47:43,197.116.128.194,181.181.192.204,HTTPS,Allow,11587,0.58
N01091,2025-03-20 22:35:37,15.96.172.58,194.132.134.79,ICMP,Reset,27234,0.77
N01092,2025-03-21 03:05:05,133.58.102.221,210.183.136.171,TCP,Block,43641,0.25
N01093,2025-03-14 21:06:22,220.199.122.107,177.125.17.16,HTTPS,Block,16504,0.41
N01094,2025-04-12 08:46:26,18.48.157.64,88.186.63.200,HTTPS,Allow,12930,0.34
N01095,2025-03-28 10:24:22,220.83.10.127,188.57.56.46,HTTP,Block,9022,0.2
N01096,2025-03-23 00:35:10,147.196.179.224,145.18.170.24,UDP,Block,5354,0.64
N01097,2025-04-13 13:58:24,163.20.104.167,165.227.124.250,HTTPS,Allow,1221,0.74
N01098,2025-03-24 15:53:12,96.60.165.145,124.100.158.157,TCP,Allow,48657,0.38
N01099,2025-04-07 17:24:36,113.130.14.243,156.177.177.239,TCP,Reset,2984,0.52
N01100,2025-03-17 16:34:21,176.245.38.190,156.153.178.150,HTTP,Reset,24629,0.97
N01101,2025-03-21 14:04:32,213.194.3.244,177.52.4.154,TCP,Block,9123,0.32
N01102,2025-04-12 00:21:23,17.112.39.245,158.140.57.130,TCP,Block,15437,0.86
N01103,2025-03-19 19:03:40,196.121.146.33,54.93.11.127,TCP,Reset,1954,0.95
N01104,2025-04-07 02:51:59,197.228.114.242,222.202.183.142,TCP,Reset,43720,0.59
N01105,2025-04-09 11:14:35,72.205.106.229,213.5.219.224,TCP,Allow,26471,0.19
N01106,2025-04-04 21:26:22,147.71.231.34,85.217.52.45,UDP,Reset,42409,0.76
N01107,2025-04-05 19:27:54,216.110.147.3,6.209.185.202,HTTP,Allow,27290,0.84
N01108,2025-04-10 08:14:12,207.27.91.120,175.172.177.111,TCP,Allow,16449,0.15
N01109,2025-04-12 19:27:25,182.138.240.250,206.237.41.152,ICMP,Reset,30007,0.91
N01110,2025-03-19 13:14:36,39.191.212.152,58.255.25.152,UDP,Block,48842,0.08
N01111,2025-03-22 15:05:51,192.56.35.148,61.206.121.166,ICMP,Reset,41043,0.74
N01112,2025-03-23 21:41:10,16.211.95.10,68.38.190.16,UDP,Block,28362,0.2
N01113,2025-03-16 19:00:27,98.172.81.3,146.115.195.57,ICMP,Block,16034,0.45
N01114,2025-03-21 13:27:18,77.142.104.136,123.26.183.100,HTTPS,Reset,16015,0.73
N01115,2025-03-26 21:09:10,142.44.89.132,210.248.30.185,TCP,Block,28159,0.83
N01116,2025-03-18 05:51:38,153.184.114.90,220.218.41.158,TCP,Block,15277,0.08
N01117,2025-04-06 05:53:03,115.165.25.57,161.225.234.28,TCP,Reset,17964,0.32
N01118,2025-03-31 09:39:19,207.47.178.60,137.67.254.18,ICMP,Reset,5061,0.18
N01119,2025-03-16 10:12:11,42.252.174.184,86.73.131.83,UDP,Block,33804,0.02
N01120,2025-03-16 08:41:26,208.81.104.192,187.61.155.232,ICMP,Block,16373,0.81
N01121,2025-04-10 13:32:43,202.26.157.58,52.248.147.114,UDP,Reset,17956,0.51
N01122,2025-03-17 11:42:44,209.202.72.89,44.162.91.150,ICMP,Block,37754,0.85
N01123,2025-04-06 11:09:39,221.101.36.28,176.251.21.47,HTTPS,Reset,47515,0.64
N01124,2025-04-09 11:19:48,134.152.77.49,58.116.67.24,HTTP,Allow,276,0.08
N01125,2025-03-27 16:32:53,140.230.254.233,144.134.132.250,ICMP,Allow,4923,0.77
N01126,2025-04-10 08:36:25,187.191.32.189,213.156.44.74,HTTP,Block,45003,0.1
N01127,2025-04-09 15:11:28,39.114.227.59,155.81.25.34,HTTP,Allow,6295,0.96
N01128,2025-04-12 11:40:04,129.130.137.195,146.127.198.208,HTTPS,Allow,563,0.91
N01129,2025-04-01 19:56:05,202.200.244.21,138.235.198.93,UDP,Reset,2625,0.23
N01130,2025-03-29 21:01:28,102.157.79.165,201.83.23.84,HTTPS,Reset,21930,0.39
N01131,2025-04-12 13:42:30,122.27.237.231,211.76.153.43,ICMP,Reset,24134,0.17
N01132,2025-04-09 17:34:01,110.7.154.191,63.173.76.115,ICMP,Block,27424,0.69
N01133,2025-03-23 17:42:15,9.38.117.174,167.214.66.168,UDP,Reset,3351,0.07
N01134,2025-04-12 09:06:35,147.159.33.24,66.76.144.245,HTTPS,Allow,38747,0.34
N01135,2025-03-16 20:50:59,219.75.227.209,184.58.97.168,HTTPS,Allow,16422,0.31
N01136,2025-03-20 01:50:30,208.253.111.188,206.254.78.110,HTTPS,Allow,19580,0.77
N01137,2025-03-18 05:08:04,222.238.188.211,216.199.74.72,UDP,Reset,10615,0.04
N01138,2025-04-09 06:27:48,21.98.230.31,36.21.222.103,UDP,Allow,17479,0.03
N01139,2025-03-25 12:22:32,187.243.233.59,134.238.84.15,HTTP,Block,23111,0.37
N01140,2025-04-01 20:27:41,102.60.110.50,139.28.138.109,TCP,Allow,3428,0.18
N01141,2025-04-01 05:00:34,197.142.8.24,156.71.107.248,TCP,Allow,28472,0.5
N01142,2025-03-26 13:39:56,209.171.31.33,139.148.240.132,HTTPS,Reset,20469,0.16
N01143,2025-03-25 05:34:48,147.160.117.135,147.197.202.56,ICMP,Reset,28220,0.98
N01144,2025-03-16 05:00:52,205.148.186.253,190.192.25.16,HTTPS,Allow,6281,0.21
N01145,2025-04-02 16:32:45,160.129.247.212,202.100.174.141,UDP,Reset,5858,0.06
N01146,2025-04-10 09:29:24,190.249.111.165,141.140.135.44,ICMP,Allow,45491,0.76
N01147,2025-03-29 08:33:53,200.213.167.108,3.49.109.65,ICMP,Reset,33814,0.04
N01148,2025-04-09 08:57:42,17.121.228.49,131.102.155.245,HTTP,Block,14521,0.93
N01149,2025-03-24 17:34:51,169.80.5.113,186.133.133.42,HTTP,Block,16576,0.49
N01150,2025-04-12 04:30:49,201.42.211.249,144.54.85.173,TCP,Reset,1729,0.64
